N,P,K,temperature,humidity,ph,rainfall,label
13.4,28.4,31.1,32.79,45.88,6.73,93.89,mango
16.3,24.2,28.9,34.77,54.29,5.26,98.64,mango
25.6,33.6,27.5,32.19,47.75,6.56,90.05,mango
21.3,21.8,28.2,32.8,53.51,6.02,98.53,mango
15.3,25.4,29.5,27.1,50.57,6.15,95.92,mango
24.7,26.4,25.7,28.05,50.96,5.19,90.8,mango
18.6,26.1,28.3,33.48,51.44,5.33,97.55,mango
23.0,27.7,30.5,27.1,51.97,5.44,99.43,mango
26.4,26.8,27.5,28.83,48.4,5.69,92.96,mango
20.3,18.3,34.8,27.97,54.32,6.78,95.25,mango
24.5,23.7,31.3,30.07,48.01,5.95,94.98,mango
21.6,20.7,28.7,27.76,45.52,5.13,90.74,mango
12.1,31.3,25.4,32.93,47.73,6.68,94.85,mango
16.1,25.4,28.8,32.08,46.15,6.99,94.26,mango
17.0,29.2,28.6,34.5,49.54,6.3,91.07,mango
26.9,29.7,27.1,28.31,48.16,6.94,92.57,mango
19.1,15.6,29.0,32.14,54.53,5.79,98.19,mango
20.9,15.8,28.2,32.18,54.51,6.65,92.28,mango
14.4,19.0,34.2,34.67,52.75,5.48,95.04,mango
19.3,20.1,30.1,27.27,46.32,6.72,97.52,mango
18.5,25.3,28.7,33.67,52.84,6.41,97.23,mango
14.1,21.8,29.7,29.98,52.55,5.32,91.38,mango
18.0,34.6,27.3,32.51,49.33,4.68,94.88,mango
24.0,25.3,33.7,29.6,45.86,6.84,93.78,mango
26.5,139.8,198.2,31.48,80.68,5.79,66.45,grapes
31.2,125.6,202.2,38.3,82.64,6.04,69.61,grapes
21.5,131.9,201.0,39.58,84.69,6.36,73.89,grapes
24.4,136.4,204.0,21.79,84.81,5.92,71.01,grapes
29.2,143.8,197.4,32.38,82.6,5.77,72.77,grapes
26.0,136.5,198.2,24.44,83.09,5.9,66.98,grapes
34.2,132.8,202.3,22.33,81.78,5.91,69.09,grapes
25.9,133.6,200.0,14.04,82.48,5.67,66.26,grapes
33.7,135.1,201.6,22.05,84.54,6.14,72.69,grapes
22.4,144.0,203.2,35.62,80.86,5.77,67.86,grapes
20.4,141.4,195.3,12.28,81.37,5.7,67.32,grapes
31.0,134.1,195.1,22.88,82.04,5.61,71.76,grapes
29.0,138.0,202.3,10.0,84.77,6.31,74.04,grapes
15.3,143.3,203.1,35.12,80.47,6.24,74.6,grapes
28.6,134.3,204.5,23.29,83.0,5.98,74.33,grapes
16.5,132.5,201.9,33.76,82.92,6.41,74.42,grapes
16.3,130.1,195.2,19.88,82.68,6.41,73.47,grapes
17.5,122.3,200.9,25.96,81.33,6.4,74.27,grapes
23.1,142.3,198.8,32.1,82.38,5.62,74.28,grapes
24.1,138.4,198.7,10.57,80.5,6.0,71.9,grapes
21.7,137.4,202.0,31.12,82.46,6.41,69.89,grapes
24.0,125.0,198.1,11.27,83.17,5.75,68.04,grapes
30.4,128.2,197.4,15.07,83.87,5.63,69.54,grapes
25.1,137.2,201.3,34.32,80.22,5.8,67.8,grapes
17.9,127.2,198.1,25.66,83.32,5.88,72.19,grapes
21.7,127.3,200.4,10.71,80.4,5.92,74.43,grapes
29.4,122.2,203.5,31.97,83.05,6.32,69.04,grapes
19.4,132.8,200.5,26.15,82.83,6.45,74.02,grapes
32.5,140.0,204.4,12.95,81.33,6.0,73.47,grapes
25.1,138.7,196.4,17.57,83.66,5.66,68.51,grapes
20.3,128.7,202.1,21.04,82.78,5.6,73.05,grapes
22.4,136.2,202.3,16.29,84.42,6.12,69.29,grapes
18.6,143.6,202.6,16.24,81.69,6.31,71.96,grapes
30.3,131.0,202.2,21.59,81.06,6.13,74.76,grapes
21.2,131.5,201.7,26.25,84.22,6.26,65.58,grapes
35.0,138.8,203.6,29.54,84.28,5.61,68.48,grapes
32.5,125.0,195.8,33.64,84.18,5.66,73.54,grapes
28.7,133.0,203.3,22.58,80.97,5.78,70.05,grapes
25.6,140.1,202.9,27.44,83.9,5.69,65.5,grapes
32.5,121.9,197.5,30.86,82.05,6.38,67.98,grapes
15.2,127.5,200.8,21.28,82.67,6.38,74.12,grapes
20.3,131.6,200.5,38.47,84.99,5.74,72.27,grapes
22.6,120.2,195.1,23.82,82.44,5.52,71.87,grapes
20.9,134.0,198.0,15.01,82.04,5.73,70.35,grapes
19.0,132.7,196.6,30.13,83.77,5.61,69.68,grapes
16.4,135.0,197.6,25.83,82.59,6.42,70.49,grapes
26.7,130.0,204.5,33.32,81.43,6.34,69.32,grapes
31.6,140.6,196.9,31.03,81.45,5.8,67.96,grapes
29.5,125.7,195.0,31.46,80.86,5.6,67.38,grapes
22.6,131.9,195.4,39.12,83.58,5.82,68.19,grapes
24.0,135.7,196.5,15.67,84.3,5.76,68.8,grapes
32.4,136.6,198.4,30.51,80.1,6.24,69.87,grapes
31.3,143.9,204.3,37.28,82.56,5.86,69.65,grapes
28.8,142.1,197.1,37.55,84.08,6.48,73.8,grapes
20.6,122.6,196.1,18.74,83.07,6.3,73.99,grapes
27.5,120.1,196.9,12.99,81.82,6.0,65.43,grapes
22.0,124.5,201.5,23.93,82.48,5.93,74.56,grapes
19.3,132.9,202.4,26.71,84.65,5.88,69.64,grapes
16.8,135.2,197.9,14.81,82.72,6.03,65.76,grapes
29.0,135.6,196.9,24.08,83.6,6.03,68.95,grapes
21.4,135.3,204.4,30.15,80.37,5.96,73.91,grapes
16.9,144.7,204.5,12.35,84.67,5.86,73.45,grapes
23.4,131.0,201.3,33.23,80.17,6.09,66.87,grapes
21.9,128.7,199.7,20.02,80.54,5.65,65.33,grapes
24.4,143.9,196.2,38.39,83.67,6.14,71.45,grapes
31.5,122.7,200.0,30.91,82.93,6.33,65.72,grapes
28.8,133.4,198.8,20.21,83.1,6.39,69.96,grapes
31.5,130.1,196.0,11.85,80.26,5.88,68.37,grapes
29.4,138.6,195.5,16.63,81.37,6.05,66.45,grapes
17.7,143.6,203.0,15.42,82.03,5.86,72.91,grapes
25.2,123.2,202.4,21.91,81.31,5.88,69.98,grapes
21.9,126.0,199.0,10.58,83.86,5.67,65.44,grapes
28.1,139.3,203.1,24.81,81.03,6.24,72.0,grapes
19.9,142.6,196.0,39.48,84.3,6.19,74.39,grapes
29.4,124.8,199.4,12.15,81.95,6.24,68.86,grapes
21.6,134.9,203.7,11.43,81.93,5.66,71.95,grapes
17.1,136.6,197.9,15.97,84.68,5.52,69.38,grapes
15.4,132.1,200.0,19.65,80.66,5.88,71.72,grapes
30.6,133.3,200.9,16.02,81.44,5.66,67.49,grapes
19.5,133.0,200.6,38.35,80.98,6.14,73.17,grapes
26.2,126.4,197.6,11.18,81.53,6.24,65.48,grapes
19.4,137.7,202.8,23.66,83.49,5.89,66.6,grapes
23.0,134.5,204.5,12.06,82.54,5.83,70.08,grapes
15.5,127.8,203.2,26.62,82.25,5.79,67.98,grapes
22.7,140.9,204.7,23.16,81.97,6.35,69.27,grapes
26.0,125.8,202.4,25.96,84.05,6.28,67.15,grapes
29.3,140.0,198.5,15.18,80.01,5.95,68.52,grapes
26.1,124.7,203.6,17.73,81.13,5.98,69.99,grapes
19.3,126.8,196.7,31.55,83.85,5.96,72.14,grapes
29.7,123.5,204.7,34.63,81.02,5.69,66.26,grapes
17.8,138.7,199.7,33.49,83.73,6.1,71.86,grapes
15.4,127.8,201.4,10.28,80.16,6.35,71.84,grapes
20.3,137.2,202.9,19.2,80.18,6.43,68.45,grapes
17.1,132.3,202.7,16.65,81.35,5.74,74.92,grapes
18.9,134.4,204.3,14.41,84.85,6.45,73.85,grapes
19.3,135.9,202.6,39.58,80.9,6.27,68.39,grapes
18.5,130.5,202.9,23.95,82.69,6.5,68.99,grapes
27.3,129.1,198.9,30.87,84.69,6.04,72.68,grapes
16.8,125.3,200.0,10.6,81.26,6.02,65.15,grapes
20.3,132.9,200.7,37.77,83.23,5.91,74.3,grapes
108.5,9.0,46.3,26.03,85.6,6.79,54.78,watermelon
103.8,24.7,50.3,24.34,88.28,6.25,55.55,watermelon
113.7,18.9,51.0,25.38,83.64,6.35,52.73,watermelon
107.5,18.6,47.0,25.48,87.92,6.48,50.73,watermelon
108.1,18.2,49.1,26.69,81.63,7.0,42.38,watermelon
85.4,22.8,47.4,26.19,88.11,6.86,59.83,watermelon
93.8,19.2,46.2,25.22,88.48,6.37,51.82,watermelon
100.1,17.9,54.7,24.17,85.74,6.86,49.63,watermelon
87.4,16.2,48.3,24.46,88.49,6.52,58.67,watermelon
109.2,18.9,45.1,25.28,81.97,6.91,43.49,watermelon
93.6,15.3,47.6,24.63,85.99,6.09,41.16,watermelon
96.2,19.4,50.5,25.27,85.66,6.37,58.72,watermelon
86.6,18.5,53.9,26.41,81.84,6.3,54.34,watermelon
87.5,21.2,52.2,26.19,81.0,6.72,53.6,watermelon
109.9,5.8,45.2,25.12,81.49,6.56,58.35,watermelon
96.7,21.9,45.0,24.51,80.3,6.33,58.16,watermelon
87.9,17.1,49.5,26.82,81.23,6.21,40.59,watermelon
98.0,10.6,53.7,25.81,86.14,6.53,41.84,watermelon
98.4,25.0,53.4,26.68,88.23,6.1,44.55,watermelon
85.1,11.1,46.1,25.42,86.77,6.87,54.98,watermelon
113.2,6.1,45.1,25.98,82.89,6.25,46.62,watermelon
93.1,15.2,49.4,25.54,86.73,6.39,45.03,watermelon
90.0,12.0,52.4,26.27,86.67,6.23,51.76,watermelon
102.1,14.7,50.5,25.48,85.65,6.72,42.19,watermelon
107.5,7.7,45.7,26.93,89.57,6.06,48.87,watermelon
90.6,14.7,53.3,26.85,86.34,6.35,52.07,watermelon
94.4,23.2,53.7,25.67,83.25,6.29,40.67,watermelon
109.5,14.0,48.3,25.41,88.19,6.12,57.15,watermelon
111.9,23.9,49.0,24.65,83.74,6.33,43.52,watermelon
103.2,14.5,53.7,24.1,86.44,6.76,55.19,watermelon
111.6,19.6,54.3,25.0,85.03,6.01,40.14,watermelon
92.2,7.0,47.6,24.53,80.29,6.91,40.16,watermelon
107.1,8.0,54.1,26.68,86.54,6.67,40.11,watermelon
114.5,22.6,54.0,25.98,83.45,6.89,45.83,watermelon
101.9,7.0,54.2,24.42,82.25,6.56,55.28,watermelon
103.6,9.6,45.0,26.27,89.85,6.81,49.2,watermelon
112.1,13.2,50.2,25.43,84.48,6.78,50.54,watermelon
94.5,10.2,45.4,25.75,82.3,6.15,53.08,watermelon
105.4,20.0,50.0,26.68,89.36,6.81,52.71,watermelon
94.1,24.7,47.7,24.61,84.42,6.06,59.57,watermelon
102.7,16.1,51.6,25.49,80.32,6.61,54.32,watermelon
97.5,20.1,47.3,24.66,81.61,6.37,56.94,watermelon
109.8,12.7,50.9,26.16,82.41,6.17,59.44,watermelon
103.5,24.6,48.4,26.11,82.23,6.26,50.24,watermelon
94.6,8.4,47.6,24.11,87.04,6.49,41.88,watermelon
90.2,7.1,51.1,24.28,87.54,6.02,44.99,watermelon
111.7,19.4,45.7,26.46,84.93,6.85,52.01,watermelon
105.5,24.9,47.3,25.87,84.6,6.04,40.29,watermelon
88.6,18.0,50.7,25.66,80.32,6.47,58.49,watermelon
96.9,17.5,52.8,26.35,85.19,6.86,47.83,watermelon
111.7,9.8,47.8,24.16,87.96,6.42,44.58,watermelon
92.0,23.0,53.3,25.66,86.16,6.47,47.83,watermelon
112.5,7.5,49.2,25.03,84.98,6.46,50.38,watermelon
89.2,15.3,47.4,24.55,80.65,6.76,48.55,watermelon
103.8,19.6,51.8,25.41,83.88,6.38,52.8,watermelon
99.8,22.0,53.7,24.51,81.36,6.63,46.02,watermelon
85.6,22.8,47.3,26.79,87.17,6.76,44.03,watermelon
92.0,15.4,46.7,24.92,83.21,6.16,44.1,watermelon
108.7,8.3,45.3,25.89,89.76,6.33,42.37,watermelon
102.1,23.1,52.8,25.87,83.15,6.54,41.82,watermelon
105.4,19.5,54.7,24.78,80.18,6.55,54.14,watermelon
108.7,8.9,47.6,25.54,83.31,6.86,49.48,watermelon
109.0,16.6,52.7,25.0,88.31,6.27,50.92,watermelon
91.4,14.5,48.2,24.8,89.67,6.16,55.75,watermelon
114.5,5.4,52.0,24.76,80.4,6.4,58.7,watermelon
85.4,16.8,50.0,26.62,80.84,6.68,53.6,watermelon
105.1,23.8,53.2,24.13,84.71,6.4,46.2,watermelon
98.5,12.7,49.3,26.94,80.89,6.92,49.6,watermelon
103.7,21.6,48.6,25.29,84.1,6.37,58.51,watermelon
109.9,7.2,46.1,25.28,80.99,6.62,42.87,watermelon
100.7,5.1,48.2,26.03,84.84,6.98,57.48,watermelon
95.8,5.9,53.5,26.73,88.21,6.13,59.96,watermelon
92.8,19.5,54.1,24.71,89.08,6.31,59.53,watermelon
93.4,24.1,45.5,26.13,85.32,6.48,44.47,watermelon
106.2,8.8,50.5,24.76,89.56,6.03,43.99,watermelon
92.3,13.3,47.3,25.47,88.72,6.71,51.6,watermelon
87.7,18.9,46.7,26.36,82.5,6.42,47.01,watermelon
110.8,7.5,50.7,24.43,87.05,6.91,48.69,watermelon
99.6,23.5,50.2,25.46,85.78,6.69,42.14,watermelon
109.6,13.7,45.7,26.36,83.77,6.1,52.68,watermelon
111.4,22.8,54.6,26.6,80.02,6.38,56.37,watermelon
96.0,17.0,51.1,25.1,89.04,6.5,49.3,watermelon
114.9,14.9,46.8,25.54,88.14,6.78,55.77,watermelon
106.2,10.1,53.6,26.68,81.94,6.13,59.51,watermelon
111.0,22.9,53.9,25.63,86.46,6.55,41.02,watermelon
107.4,15.1,51.5,25.51,84.92,6.17,45.57,watermelon
89.8,8.9,54.7,24.46,82.69,6.59,52.2,watermelon
89.6,20.9,52.9,24.71,82.89,6.94,56.51,watermelon
105.9,6.6,49.2,25.68,81.87,6.45,52.02,watermelon
94.8,20.6,53.4,24.97,88.39,6.1,56.75,watermelon
89.6,6.7,51.4,25.42,89.08,6.36,45.74,watermelon
100.0,14.1,48.4,26.08,87.6,6.85,59.46,watermelon
93.0,19.3,48.9,26.03,84.76,6.99,54.58,watermelon
113.6,21.7,54.0,26.44,84.59,6.25,47.41,watermelon
85.6,15.5,50.1,25.58,89.74,6.91,43.23,watermelon
96.1,13.5,48.6,26.4,85.24,6.57,57.06,watermelon
109.2,7.6,52.1,25.31,82.95,6.05,49.74,watermelon
95.7,10.0,51.9,26.31,82.45,6.05,56.98,watermelon
85.3,23.7,51.3,24.97,82.46,6.01,44.71,watermelon
89.1,17.2,46.7,25.59,85.9,6.3,40.7,watermelon
86.1,5.5,52.4,27.95,93.98,6.35,24.53,muskmelon
100.4,19.3,47.7,27.36,92.78,6.26,24.42,muskmelon
104.4,14.9,51.2,28.63,93.7,6.56,25.34,muskmelon
105.4,22.5,49.3,28.24,93.82,6.47,20.71,muskmelon
111.8,5.6,52.5,29.28,94.77,6.04,25.97,muskmelon
97.8,11.6,45.9,28.69,92.4,6.08,26.12,muskmelon
107.1,20.3,54.1,28.23,94.77,6.69,22.97,muskmelon
89.8,13.7,49.0,28.73,92.92,6.6,25.1,muskmelon
88.1,22.2,48.1,29.91,90.59,6.77,20.91,muskmelon
91.9,5.9,52.1,29.55,92.17,6.74,25.9,muskmelon
103.9,21.9,48.0,28.06,94.53,6.72,29.76,muskmelon
112.1,7.5,53.2,28.23,94.95,6.38,25.54,muskmelon
100.9,11.4,45.8,29.69,94.01,6.11,27.77,muskmelon
103.8,13.2,47.5,29.58,93.5,6.44,26.1,muskmelon
87.7,14.5,46.9,27.63,93.31,6.73,24.04,muskmelon
91.2,18.0,53.7,29.24,94.34,6.43,27.52,muskmelon
89.2,12.0,48.9,28.53,94.65,6.7,21.35,muskmelon
90.2,12.2,47.9,28.84,94.51,6.77,26.54,muskmelon
110.1,15.5,47.1,28.57,92.78,6.59,22.2,muskmelon
96.0,12.3,54.6,28.33,93.78,6.6,22.66,muskmelon
102.2,22.9,49.8,29.84,91.07,6.06,28.91,muskmelon
110.4,24.9,51.8,29.81,94.13,6.68,25.69,muskmelon
96.5,23.7,49.3,28.62,92.23,6.45,24.71,muskmelon
86.4,22.6,49.4,28.77,90.7,6.0,22.45,muskmelon
106.1,7.0,54.1,27.65,91.02,6.15,20.14,muskmelon
108.2,22.5,51.1,27.56,91.43,6.38,29.54,muskmelon
92.4,19.6,49.4,27.89,92.28,6.06,27.99,muskmelon
92.3,19.5,45.7,29.87,90.97,6.71,28.09,muskmelon
114.0,14.6,52.3,28.11,90.92,6.35,21.66,muskmelon
114.5,6.9,50.9,28.88,92.69,6.53,21.16,muskmelon
101.7,10.7,54.4,29.29,94.86,6.03,22.85,muskmelon
90.9,5.2,47.4,29.04,91.16,6.41,28.88,muskmelon
105.8,12.9,48.7,28.37,90.89,6.51,23.64,muskmelon
110.6,20.1,51.1,28.09,91.05,6.62,24.86,muskmelon
91.7,8.9,46.7,29.33,91.14,6.42,24.52,muskmelon
102.4,22.5,53.7,28.35,90.08,6.34,26.06,muskmelon
101.7,18.0,46.5,28.94,90.91,6.6,23.39,muskmelon
106.3,6.0,49.1,29.12,91.13,6.64,26.31,muskmelon
102.6,12.1,49.8,28.79,92.36,6.56,24.34,muskmelon
91.1,9.3,45.1,27.9,93.74,6.64,22.02,muskmelon
113.8,15.0,54.2,29.12,93.61,6.07,22.2,muskmelon
85.3,19.3,48.4,29.36,91.69,6.66,21.31,muskmelon
90.2,11.8,49.1,28.05,93.82,6.08,23.51,muskmelon
110.1,6.3,54.4,29.96,90.44,6.23,23.72,muskmelon
108.3,16.9,51.4,29.27,90.59,6.67,27.06,muskmelon
102.3,22.8,52.0,27.61,92.15,6.4,20.55,muskmelon
113.6,7.6,52.0,28.52,90.13,6.74,28.52,muskmelon
100.7,9.6,46.2,28.09,91.28,6.41,29.66,muskmelon
102.2,22.8,51.5,28.43,94.27,6.38,28.69,muskmelon
93.7,7.6,53.6,28.76,94.45,6.75,20.54,muskmelon
100.0,12.5,51.3,29.38,91.4,6.45,27.09,muskmelon
89.0,21.3,51.1,29.85,91.7,6.09,25.07,muskmelon
87.6,24.4,45.4,29.26,92.63,6.29,20.66,muskmelon
103.7,16.7,47.8,29.73,91.52,6.36,25.44,muskmelon
88.0,23.6,48.7,27.24,91.94,6.48,25.14,muskmelon
105.8,6.1,47.8,29.46,90.4,6.68,20.92,muskmelon
110.0,12.2,51.1,27.46,90.33,6.17,21.28,muskmelon
94.4,15.3,50.9,29.37,93.28,6.49,24.12,muskmelon
99.2,13.3,53.4,27.69,90.03,6.52,22.02,muskmelon
111.7,22.2,45.8,27.32,92.48,6.49,22.75,muskmelon
106.5,16.9,48.2,27.08,93.75,6.17,28.34,muskmelon
97.6,16.5,53.7,29.59,91.86,6.17,27.75,muskmelon
98.0,8.8,54.0,27.59,90.13,6.02,26.22,muskmelon
104.9,11.2,48.2,28.02,93.4,6.05,29.29,muskmelon
91.7,25.0,46.7,29.31,91.12,6.06,28.75,muskmelon
110.8,13.1,52.0,28.67,94.26,6.25,25.24,muskmelon
99.6,12.1,53.9,27.5,90.75,6.46,26.57,muskmelon
90.8,12.8,54.5,27.74,93.34,6.59,24.48,muskmelon
113.1,19.7,49.6,28.71,93.46,6.47,28.79,muskmelon
95.7,11.0,47.1,27.11,90.22,6.7,26.78,muskmelon
104.8,17.3,53.5,28.44,94.35,6.29,29.27,muskmelon
106.0,10.1,50.6,28.6,90.69,6.47,23.15,muskmelon
86.6,24.0,51.4,29.63,93.38,6.29,25.13,muskmelon
105.3,24.2,47.5,29.62,94.62,6.54,29.31,muskmelon
96.9,24.1,52.0,27.13,94.53,6.39,24.6,muskmelon
102.0,8.0,49.7,29.49,90.08,6.22,20.02,muskmelon
97.5,19.6,53.0,29.84,93.04,6.2,29.24,muskmelon
108.3,16.5,52.0,29.77,93.56,6.29,27.13,muskmelon
86.2,12.7,49.1,27.5,90.12,6.11,26.55,muskmelon
109.1,24.8,48.5,28.8,94.69,6.13,27.18,muskmelon
107.6,6.8,53.6,29.44,90.17,6.07,20.49,muskmelon
95.0,15.2,50.3,27.8,94.56,6.29,20.46,muskmelon
94.0,15.6,49.1,27.82,90.66,6.66,29.96,muskmelon
94.9,12.6,51.2,29.16,91.96,6.72,25.6,muskmelon
98.5,17.9,54.5,29.38,90.2,6.27,24.71,muskmelon
94.4,19.0,53.3,29.19,94.95,6.22,28.75,muskmelon
108.0,12.2,52.3,27.31,93.95,6.43,22.92,muskmelon
104.7,17.8,47.1,27.09,92.17,6.46,28.77,muskmelon
112.8,15.6,52.5,28.32,93.73,6.16,23.71,muskmelon
104.0,5.4,52.2,29.51,92.0,6.36,28.51,muskmelon
108.3,10.8,48.2,29.04,92.82,6.13,23.1,muskmelon
112.0,18.8,54.9,29.3,94.71,6.17,27.71,muskmelon
85.6,18.4,49.7,28.04,94.31,6.68,20.22,muskmelon
103.3,12.4,49.2,29.5,91.55,6.75,21.8,muskmelon
104.9,18.4,47.5,27.97,94.17,6.61,23.29,muskmelon
101.0,6.2,47.1,28.46,90.43,6.67,27.18,muskmelon
113.3,18.9,54.4,28.66,93.0,6.78,26.42,muskmelon
85.9,19.5,54.1,29.39,92.92,6.54,29.9,muskmelon
87.7,18.3,47.8,28.92,93.04,6.12,22.07,muskmelon
103.6,7.6,47.7,29.51,91.64,6.39,29.41,muskmelon
19.5,129.7,201.1,23.27,94.51,6.42,119.42,apple
19.6,120.6,198.8,21.42,93.55,6.16,101.1,apple
31.7,126.2,199.3,23.0,92.15,5.94,101.64,apple
23.0,139.1,204.2,22.24,92.12,6.2,123.57,apple
20.3,131.0,203.0,22.83,90.55,6.13,104.67,apple
25.2,133.2,203.8,22.39,91.4,5.73,121.86,apple
18.4,130.6,196.9,23.32,92.37,5.85,109.03,apple
32.0,133.8,202.2,23.69,94.51,5.83,123.81,apple
15.5,129.4,204.0,21.82,91.37,5.8,115.31,apple
23.8,138.2,203.9,23.02,91.02,6.43,106.61,apple
18.0,122.2,200.6,21.34,90.69,5.8,107.04,apple
27.1,140.4,202.6,21.79,91.23,6.47,100.21,apple
32.6,125.0,204.5,22.03,92.2,6.21,114.69,apple
21.4,133.8,202.3,21.13,90.06,5.96,103.3,apple
28.3,125.4,199.3,21.59,92.74,5.62,100.58,apple
16.0,143.9,196.4,23.13,90.34,5.61,112.72,apple
24.3,143.8,204.4,23.34,93.01,5.95,108.9,apple
33.9,135.1,200.8,21.7,90.23,6.45,107.84,apple
23.9,122.9,203.4,21.08,94.17,5.64,122.16,apple
29.6,124.1,200.7,21.94,90.89,6.36,110.09,apple
23.0,124.2,198.8,23.61,91.82,6.45,123.66,apple
17.9,124.4,203.6,22.18,90.02,5.77,114.94,apple
31.0,123.3,196.1,23.77,93.76,6.09,119.23,apple
23.6,139.0,198.7,21.73,93.65,5.92,124.53,apple
22.0,143.0,204.3,21.73,93.99,5.93,122.94,apple
24.0,138.6,199.7,21.68,91.0,5.93,118.89,apple
27.1,137.2,197.8,22.44,90.22,6.32,124.75,apple
23.1,120.3,196.7,22.96,93.06,6.29,106.35,apple
30.3,137.2,198.2,22.64,90.74,5.95,122.03,apple
23.4,141.0,200.9,21.58,92.91,6.01,109.97,apple
17.4,130.4,195.7,21.3,92.08,5.81,123.14,apple
22.5,138.9,200.3,23.11,91.3,6.44,113.25,apple
31.6,129.1,196.0,23.02,90.04,5.98,104.82,apple
27.5,144.5,199.6,23.45,92.54,6.0,123.26,apple
32.8,139.6,198.0,22.64,91.12,5.94,112.11,apple
31.6,142.4,199.1,21.05,94.31,5.67,115.55,apple
15.5,130.0,204.9,21.3,92.12,5.81,122.63,apple
32.4,125.9,195.8,22.88,91.68,6.17,100.8,apple
17.7,137.2,197.1,23.57,90.29,5.72,124.96,apple
23.7,137.6,196.8,22.83,93.63,5.81,120.72,apple
27.1,129.7,200.6,22.73,90.83,5.9,108.59,apple
23.0,139.0,199.8,23.82,91.47,5.92,119.67,apple
25.9,133.7,195.5,22.2,91.35,6.5,107.71,apple
32.7,136.9,198.4,22.63,94.2,6.38,104.01,apple
21.8,128.4,195.4,22.79,94.27,5.88,118.5,apple
27.6,129.4,196.4,23.13,94.27,6.19,100.45,apple
19.3,121.7,200.7,23.27,90.55,6.34,113.89,apple
28.8,144.3,195.8,23.7,90.63,5.89,121.29,apple
33.1,132.7,200.9,23.12,94.16,5.62,120.25,apple
24.6,131.3,199.2,22.53,94.73,6.05,123.83,apple
18.6,138.1,203.1,23.04,93.03,6.06,121.52,apple
31.4,123.1,203.5,22.24,91.27,6.37,110.8,apple
31.2,126.6,195.0,22.49,90.5,6.25,106.9,apple
23.9,122.2,197.9,23.34,90.76,6.15,122.94,apple
28.6,140.3,196.1,21.75,94.47,6.22,115.99,apple
28.3,130.4,195.4,23.35,93.39,5.97,122.49,apple
21.7,127.4,203.7,23.39,92.57,5.63,105.38,apple
28.1,129.6,203.4,23.85,94.03,5.88,119.72,apple
22.0,124.2,195.3,22.16,94.52,5.74,105.16,apple
34.4,120.6,202.9,21.96,90.19,6.42,103.49,apple
26.0,126.9,195.7,21.15,90.58,5.57,119.01,apple
24.7,128.6,199.2,23.79,94.55,6.22,122.12,apple
21.4,129.5,201.1,22.87,92.41,5.9,124.65,apple
31.4,130.9,202.3,21.81,90.5,5.85,110.07,apple
15.3,140.4,198.6,22.74,90.37,5.67,122.24,apple
27.2,143.8,205.0,22.12,91.49,6.36,124.97,apple
27.6,139.9,202.8,22.07,92.87,6.33,117.2,apple
15.4,128.4,196.4,21.7,94.53,5.54,105.5,apple
21.2,135.4,200.3,21.65,90.82,5.74,112.56,apple
20.4,143.7,199.6,21.18,93.65,5.83,116.34,apple
20.6,134.3,202.7,23.78,91.31,5.83,111.61,apple
33.5,142.5,195.9,21.4,92.48,5.61,108.64,apple
18.0,135.9,204.5,23.99,91.88,6.1,121.41,apple
17.3,137.2,199.1,21.62,92.01,5.58,117.39,apple
20.1,127.8,196.2,23.59,92.47,6.07,114.24,apple
23.2,124.8,202.5,21.38,90.52,6.21,105.22,apple
21.1,131.9,199.5,23.13,93.12,6.14,117.85,apple
20.9,128.1,199.4,21.92,94.92,6.31,104.12,apple
15.1,121.1,197.4,21.34,92.67,6.36,118.42,apple
19.3,130.0,200.1,23.43,94.2,6.41,112.73,apple
28.9,122.8,200.7,21.75,92.16,6.13,106.42,apple
16.0,120.3,195.2,21.03,90.55,5.74,105.53,apple
34.7,127.7,196.3,22.64,94.29,6.18,107.4,apple
26.2,137.9,202.3,23.0,94.35,6.37,114.47,apple
23.6,136.0,203.2,21.02,94.96,5.68,111.76,apple
32.4,125.6,199.8,21.4,91.98,5.68,109.09,apple
22.5,144.8,204.9,21.34,93.63,5.55,100.75,apple
17.1,144.1,204.4,21.58,90.81,5.74,112.89,apple
26.4,125.5,202.6,21.93,94.61,6.16,110.91,apple
30.8,140.4,197.9,22.02,94.68,5.66,101.05,apple
24.1,140.0,202.7,23.76,92.67,5.6,114.72,apple
30.6,122.3,196.7,21.04,92.97,6.39,116.77,apple
34.6,121.6,204.0,23.44,91.57,6.47,107.2,apple
32.8,142.0,202.6,22.69,90.6,6.03,108.92,apple
30.8,139.0,204.1,21.04,94.05,6.44,119.73,apple
17.6,122.0,195.2,22.89,93.15,6.49,109.95,apple
21.6,135.6,203.3,23.81,94.02,5.93,115.87,apple
32.1,132.3,197.2,21.51,90.0,6.22,102.78,apple
19.9,127.4,200.6,22.19,93.37,5.56,103.1,apple
25.0,128.4,198.0,21.2,94.48,6.19,103.04,apple
11.3,24.5,11.8,23.35,93.51,7.36,115.6,orange
19.6,13.6,5.1,33.53,93.02,6.37,118.39,orange
28.3,24.8,13.7,34.96,91.22,7.52,116.46,orange
14.6,7.0,14.8,20.92,94.35,6.01,100.42,orange
19.3,9.8,11.9,26.31,90.39,6.29,107.76,orange
13.7,20.8,9.2,16.87,92.42,6.16,102.58,orange
14.8,22.2,14.2,31.53,91.67,6.49,110.98,orange
